ID	Tweet	Affect Dimension	Intensity Score
2018-Ar-00728	أول بوست بالألوان في حياة هذا الأكونت #بهجة	joy	0.750
2018-Ar-02664	ده عيد تحرير سيناء في بهجة عن العيد ده والله 😂 🙂	joy	0.419
2018-Ar-00882	أهلا ب شعور السلام في كل مكان وأصوات المساجد والطمأنينه أهلا شهر الرحمه والغفران أهلا رمضان 🌙 ♥️	joy	0.625
2018-Ar-02123	صباح التوفيق والرضا والسعادة وراحة البال	joy	0.578
2018-Ar-03146	@Latifasayyar انا اللي يحب حبيبه ويصونه وقت جوعه 😊	joy	0.339
2018-Ar-04178	#ظريف يزور #موسكو الجمعة المقبل ومصدر دبلوماسي روسي يؤكد زيارة وليد #المعلم في اليوم نفسه	joy	0.281
2018-Ar-02873	هه يا زينه ابتسامة رضا و سعادة نابعة من القلب 😂 😍	joy	0.734
2018-Ar-01426	ان شاء الله تكون كل ايامك سعادة و فرح ♥️	joy	0.609
2018-Ar-03276	اكتر حاجه بتخليني ابتسم لما ابقي ماشيه واسمع طنط الي تحت هي وبنوتتها النونو وهما بيتناقشوا حاجه في منتهي الجمال ...🌼💙	joy	0.734
2018-Ar-00416	#الفرحه_انك تقدم محبة حقيقية	joy	0.581
2018-Ar-02031	#هدير_وبيبو_وفولورز_HBD كل سنه وانتي طيبه يادودو وبعوده الايام تفرحي وتتهني وب عيدك نغني ونضربلك سلام 😂 😂	joy	0.609
2018-Ar-03110	كت تويت/ اذكر لنا موقف ظريف صار معاك وأنت صغير بالإبتدائية	joy	0.300
2018-Ar-03718	@viisakovrwcs اه الحظه جميله  شعور با ألراحه	joy	0.531
2018-Ar-00483	#عيديتك_مع_رغد_محمد٣ رغغدد ابيي افووزز الله يسعدكك دنيا واخره الله يخليكك فوزيني اتمنى افوز بجلسة ليزر جسم كامل 😭 💔	joy	0.500
2018-Ar-02356	إنني سعيد جدا بما أسفرت عنه دراساتنا من تطبيقات مهمة في #الطب والتي أسهمت في إنقاذ عدد كبير من المرضى في العالم #جائزة_الملك_فيصل_العالمية	joy	0.885
2018-Ar-00591	عملتوا ايه يا مجموعه اوساخ يا حبايبي يا ولاد الكلب هموت وربنا 😂 😂 💔 اعملها يا راجل يا طيب ياعره 😂 #ريح_المدام #بهجت 😂 😂	joy	0.323
2018-Ar-03268	حاليا لو حد قالي كلمة عن التفاؤل و التحفيز و انه الحياة جميلة و سهلة 🍳 بهذي ماشي تفاهم بعد	joy	0.203
2018-Ar-04337	يا حلو العييد فيك 😢 ❤️❤️❤️❤️❤️ #عيدنا_مع_شوج_تايم	joy	0.516
2018-Ar-03705	نعم أختي بكل سرور 🌹 ❤️ 🌹	joy	0.609
2018-Ar-02888	لعبة البرلمان 👈 متعة 😄	joy	0.313
2018-Ar-00470	@anaahabiba17 تسلمى وتعيشى ربنا يسعدك ويهنيكى يا عمرى	joy	0.500
2018-Ar-01053	@maabelfatihali 💟💟💟💟 السنه الجايه مجهجه ليك ف خطوبتك 😂😂	joy	0.656
2018-Ar-03444	فرحة دخول رمضان عالقلب تسوى الملايين :) الحمدلله اللهم انزل السكينة و الطمأنينة على قلوبنا ♥ ♥	joy	0.813
2018-Ar-01376	@ttrraaf ماجد المهندس افادنا بأخلاقه الطيبة وحسن سلوكه انتي تستصغرين منه على اي اساس مع احترامي على الاقل ماهو مهرج 😘	joy	0.453
2018-Ar-03952	الحياة كالمرآة نحصل على أفضل النتائج عندما نبتسم لها #ابتسم #ابتسامة_النجوم	joy	0.594
2018-Ar-01553	يحكى بأن هناك عطور رائحتها ذكريات احلام سعيدة 💛	joy	0.641
2018-Ar-01627	خلي حياتك أغلبها #ضحك'😂 #فرح 😍🎵 #سعادة' ❤\n#اهتم' بالتفاصيل 😍 وتجاهل كل الشغلات' يلي بتعكر'\n مزاجك 😉😌 عيش' لنفسك #واسعدها 💙😌✋	joy	0.688
2018-Ar-00868	#ميلاد_الدعاء9 \n\nمن قالها بيقين فرج الله كربه بإذنه، وشافاه وعافاه بل ورزقه من حيث لايحتسب، وابتلاء الله تعالى للعبد ماهو إلا حب ورحمة..	joy	0.313
2018-Ar-04318	#حلمك_مع_طلبات ضحك سعادة وسعة صدر	joy	0.516
2018-Ar-02960	اللي ميفرحش ليك متفرحش ليه و سيبك منه😂😂😂😂😂	joy	0.250
2018-Ar-01419	سرني اليوم خبر ترقية صديقي وأخي سعادة الدكتور عبدالمحسن القرني الى درجة أستاذ مشارك الرجل المتألق دائما الف مبروك	joy	0.703
2018-Ar-00366	يارب كثر شعور الفرحه اللي من هالنوع يارب	joy	0.734
2018-Ar-00361	رايقيين و بالنا مرتاح سعيد لنهاية شهر ابريل كأزهار الساكورا عندما تتفتح في موسم الربيع الجميل	joy	0.625
2018-Ar-00927	-الا تعلمين مين هي نجمتي وضياء قمريِ!\n-لا،أخبرنيٰ.\n-أنتي هيا يا حبيبتيِ\n#أمل	joy	0.594
2018-Ar-02910	كمية قناعة اعيشها ، لي فترة و انا اسلك لنفسي و كل هالتسليك عشان ٩ ايام اجازة 💔	joy	0.453
2018-Ar-01748	لا شيء أجمل من إشراقة صباح هادئ يقول لك فيه من يحبك صباح الخير فيغدو الصباح صباح الخير والحب والأمل والهدوء والنشوة وكل الأشياء الجميلة	joy	0.656
2018-Ar-00106	الروشنة في أزهى صورها لما صحابي بياكلوا لب في اغتباط وسعادة غامرة 👏	joy	0.656
2018-Ar-00592	مو باقي غير الاهلي يجملها بكره وتكتمل فرحتي 😍😍	joy	0.609
2018-Ar-01006	#الفرحه_انك تعرف ان ربنا راضي عنك وميكنش غاضب عليك ❤	joy	0.774
2018-Ar-03714	@YSalfaisal انت اكثر شخص فرحان عشان تغرد وتفتح مواضيع😭	joy	0.547
2018-Ar-04208	الفتاة المحتشمه فخر لابويها عز لإخوتها كنز لزوجها خير قدوه لأولادها فكوني محتشمة ايتها المسلمة لكي تسعدي من حولك #اختاه_حجابك_ستر_وعفاف	joy	0.355
2018-Ar-00018	@SaraElserwy عسوله ماشاء الله ومحترمة ولبسك محترم وحلو زي توأمك 😃 ربنا يوفقك ان شاء الله ☺️	joy	0.500
2018-Ar-03769	محادثة قديمة جدا قد تمدك بالدفء في أكثر أوقاتك بردا وحاجة لشخص يبتسم لك من قلبه تعيد إلى روحك النشوة بعد وقت عصيب من الجمود والرتابة	joy	0.484
2018-Ar-01567	هب لنا ي الله من نسيم كونك #رضى ثم #فرحا ♥⚘ صباح الخير 🌼 🍃	joy	0.645
2018-Ar-00584	#ريح_المدام \nداليا مبقتش ملكك ..بقت ملك جمهورها"\n داليا عندها ديستفورياسيندوم "\n😂😂😂😂\n#بهجت\n@AkramHosny \nتهيييس	joy	0.468
2018-Ar-04363	#BFF_G709 حب الأصحاب مختلف تماما ورد ورضا وأمان	joy	0.359
2018-Ar-03460	@ABakly هو اللي بيروح اللوڤر بيروح عشان عايز يشتري الموناليزا؟ 😃	joy	0.403
2018-Ar-01470	🎀 كيف نجتمع على حافة الرسائل الإلكترونية التي ﻻ تملك رائحة وﻻ تفاصيل 🥀 #سحر_خانوم	joy	0.161
2018-Ar-03785	بسكوتي الحلوة بقت طعمةة ولهاا سحر جديد ليهاا خفةة دم بترووح لبعيد بصي انا بحبك والله ابت اختي الكبيرةة القمر 😍 🙈 😎 #هدية_ايموو	joy	0.547
2018-Ar-03858	والله إن في قلبك بساتين من الفرح والسعادة والجمال فقط يحتاج منك إلى أن ترويه بقطرات من الثقة والتفاؤل والإيمان فدع عنك الهم	joy	0.719
2018-Ar-00401	إذا قال الله للعبد اناعفيت عنك يا عبدي قم وانهض من جديد لذكري واستقبل القبلة وصلي اي فرح من بعد هالفرحة انتظر واي خوف اخاف انا ف #امان_الله	joy	0.547
2018-Ar-04298	الف الف مبروك للشاعر/محمد بن مصوي اتمنى لك التوفيق والنجاح وباذن الله تعالى المركز الاول 🌹 #جائزة_كتارا_لشاعر_الرسول	joy	0.594
2018-Ar-01364	يارب خذني بعيداً عن كسرة الخاطر عن التعب عن هموم عابره وعن كل شي يخطف فرحتي..	joy	0.156
2018-Ar-01031	قرب العيد ومعاي اصحاب يشبهون نعيم الجنة كل عام وانتي معاي وكل عام وانتي فرحتي❤️	joy	0.806
2018-Ar-04231	عيد سعيد عليكم وكل سنه وانتو طيبين 😁 💗 🎉	joy	0.694
2018-Ar-00767	اليوم راح نبلش بالمشروع عند اشارة القرين ❤️😍\nالتوزيع راح يكون وجبة افطار صائم وهيا عباره عن : تمر ،  لبنه ، ماي ، لبن . \n#ابتسم_تكفى	joy	0.597
2018-Ar-00694	#رمضان_كريم يارب شهر الخير اقبل بالافراح لا تحرم اللي يرتجي منك غفران انزل علينا رحمة منك نرتاح نرفع يدينا نرتجي منك رضوان #لخبطة	joy	0.548
2018-Ar-00376	وفـ لحظه واحده .. تتدخل ارادة ربنا و تحل كل حاجه .. الصبر 💚 !	joy	0.375
2018-Ar-00178	اللهم صديقتي اللي توّرد أزهار قلبي تَكُون دايماً مبسوطة 🌟💙.	joy	0.548
2018-Ar-02134	مسلسل لا تطفئ الشمس ده مبهج جدا والله..و محمد ممدوح ممثل مش واخد حقه\nو جوزوني امينه خليل طيب 😂	joy	0.719
2018-Ar-01797	• أنا مستعده أن أضحي بكل شيء أملكه مقابل أن أعيش شعور النشوة والشغف التي تقدمها لي الحياة أنا أندفع للحياة ولا أبالي	joy	0.391
2018-Ar-00945	الأولاد هم بهجة البيوت ومصدر حرارتها نبعث حياة البيت بمرحها وأصواتها وتتلون الحياة بمراحل أعمارها ومطالبها وتنشغل القلوب والعقول باهتماماته	joy	0.661
2018-Ar-02496	إن الفرح نكهة نحن صناعها حتى مع اولئك الذين ظنناهم سببا في ابتهاجنا نحن من اعطينآهم فتيل سعادتنا محبتنا لهم هي التي تشعلها وهي التي تخمدها	joy	0.391
2018-Ar-04348	#حمله_التبرع_بكيس_حلاو_لقطر أهلنا في قطر ليسوا بحاجتنا ولو احتاجونا لناصفناهم أموالنا ولا عزاء للحاقدين من الخليج ومن خارجه	joy	0.297
2018-Ar-00068	حلو انك تكتفي باللي يقدرون وجودك معاهم وتشوف السعاده فيهم وتتجاهل اللي م يشوف منك شي قد م تعطيه.	joy	0.516
2018-Ar-01003	تمديد الإجازة لتكون بداية الدوام يوم الاحد ١٥ / ١ ##الفرحة مليوون ه الخبر ##	joy	0.750
2018-Ar-03225	قايله بنام وبقوم خمس ونص والساعه اللحين ثلاث وربع متى انام يعني 😗	joy	0.194
2018-Ar-02920	@bohadi_MUFC اي ماشستراوي مو واثق بفوز المانيو اليوم احسن ما يشجعهم	joy	0.274
2018-Ar-02652	(اني لأجد ريح يوسف) الثقة وحسن الظن بالله تحيل ليل الهموم والغموم والأحزان إلى أمل وتفاؤل فلا تيأس استبشر وثق بعطاء الله #صباح_التفاؤل	joy	0.629
2018-Ar-01817	للأمانه تجذبني الأشخاص اللي فيهم غموض وثقل اخ ومايعطون مجال لأي أحد يجذبوني الناس اللي عندهم جانب لطيف بشخصيتهم بس مايطلعونه دايما	joy	0.328
2018-Ar-03973	يتعانق حبك في قلبي مع نبضاتي يسمعني لحنا فيه سلام لحياتي #حضنك_كفايتي	joy	0.609
2018-Ar-02717	تذكر بهذا العمل البسيط بتدخل سرور عليهم ممكن يكون مهموم وبكلمة وحده او دعوة او ضحكة تغير له يومه بأكمله جرب ماراح تخسر شيء 😘	joy	0.484
2018-Ar-01151	امبارح كنت هعمل حاجة وكسلت وقولت بكره  وحاليا بحمد ربنا انى كسلت والله وياريت اكسل كده ع طول 😅	joy	0.344
2018-Ar-02301	ㅤ ㅤㅤ ㅤ ㅤㅤ ㅤㅤفي مبسمه كل السوالف لها ذوق وفي ضحكته صوت الفرح يطربني 💛	joy	0.578
2018-Ar-02255	من تعلق بالله آتت الدنيا زاحفة إليه ❤\nومن هجر الله هجرته الدنيا \nرغم زحفه إليها 😗	joy	0.422
2018-Ar-00707	كن شاكرا مادمت حياواعلم بأن الدنيا أيام تدوروقل دائما الحمد لله تعش دائما في سرور اللهم اجعلناشاكرين لنعمك راضين بقضائك متلذذين بذكرك 🙏	joy	0.563
2018-Ar-03761	عيد ميلاد سعيد لامية حبيبتي بطول العمر والسعادة والهناء تتحقق لك كل امانيك الجميلة في الحياة	joy	0.688
2018-Ar-03921	شخصين طلبوا منك تواعدينهم شخص مثقف وبارد جدا بس حلو مره والثاني يضحك مره وشخصيتة مرحة ومحبوبة بس مو حلو مين تختارين 🌸	joy	0.250
2018-Ar-02875	وحسدنى البشر ع اى وانا بدونك واى الدنيا سو عيوب سوا #حضنك 😍 فى وقت الخوف 😰	joy	0.359
2018-Ar-01772	تصبحون على #أمل ﻻ يمل و #تفاؤل ﻻ يضعف و #إصرار ﻻ يقهر و #سعادة ﻻ تفارق قلوبكم و تسكن به ما حييتم 💝	joy	0.661
2018-Ar-00482	كل سنه وانت طيب يا ا خ و ي ا 💙 ❤❤ وعقبال مليون سنه سلكان وانبساط 😂 😘	joy	0.625
2018-Ar-00331	ابتهاج اجتماع الحبايب والله يزيد السعادة سعادة❤️	joy	0.766
2018-Ar-01137	#الفرحة تأتي من ثلاثه شخص #يحبك حد #الجنون وتحبه #صحة لا سقم معها و #عافيه و #مال يملأ جيبك من #حلال #عيد_سلام_ومحبه	joy	0.677
2018-Ar-00140	ياارب تكونوا سبب فرحة امي بالايفوون 🙏 😍 ياارب وفقني 💔 ٢٩ ابريل ٢ ١٥	joy	0.672
2018-Ar-02299	#ربي أدخل #شهر_رمضان #علينا وأنت #راضي عنا و إجعلة شهر #تتبدل فية #ذنوبنا إلى #حسنات #وهمومنا إلى #أفراح #وأحﻻمنا إلى #واقع	joy	0.500
2018-Ar-02598	أن تحبيني أنتِ مخيره لا مجبره 😁 \nأن تحترميني فأنتِ مجبره لا مخيره 😀 .	joy	0.141
2018-Ar-01646	لو السعادة انسان، مين سعادتك؟🤔🤔	joy	0.306
2018-Ar-01709	ثلاث نقاط مهمة بالنسبة لأي شخص .. \n-طلع يلي في قلبك مع شريك حياتك \n-استمتع بحنان أهلك\n-إصنع الإبتسامة لأصدقائك☺\n#أنس 💙	joy	0.371
2018-Ar-03306	⚽ 🏃 ⚽ #متحمس كتير #مدريدي لا تكلمني 💪 #يارب_نفووز 😎 ☺ #حماسة	joy	0.484
2018-Ar-03287	الغريبه تحس ان الإرهابي شغال طول الاسبوع وبيقضي الويك اند تفجيرات 😀	joy	0.203
2018-Ar-02588	#طروب #فنانة_من_لبنان صوت ايجابي وبيحض على الفرح وكذا (ما بعرف شو ذكرني فيا على كل حال صباحو يا جماعة) 🤗	joy	0.625
2018-Ar-03035	ابوي||تدور فرحتي وهي في مبسمك انت بس ابتسم ويبتسم قلبي معاك	joy	0.750
2018-Ar-03416	#KingJiyongIsBack- ﴿ وما كان الله معذبهم وهم (يستغفرون) ﴾ #أمان 💭 💘 -	joy	0.359
2018-Ar-01130	جرب تعيش على حسب حدسك وعقلك الباطن بدون ما تتردد بيوم .. شوف شلون السعاده ❤	joy	0.484
2018-Ar-00794	ي الهادي وعلى الحزن بادي ابتسم وخلك مبتهج وكون احسن من العادي غدا اجمل غدا افضل والعمر لسى ب اوله وباقي	joy	0.548
2018-Ar-01731	#Birthday_HEM تونايت: يلي " وجهك يعلمني معنى الفرح يحسسني إن الحياة بكبرها ضحكة ثغر"	joy	0.609
2018-Ar-03158	افاا حلوه ريحته طيب 😂 فيه مرطبات كثير كويسة بعد بس شوفي اللي يناسبك وفادك واستمري عليه	joy	0.438
2018-Ar-02895	كلي فخر بفريقي #بايرن لعب وقاتل حتى بعد الهدف الرابع لكن التحكيم كانت له الكلمة العليا	joy	0.545
2018-Ar-01856	وجهك ليّا شفته عن العالم كفى \nوش هالرضا يا سيدي وش هالقبول❤️؟.	joy	0.594
2018-Ar-02181	-مبروك المعتقل فلان الفلاني خد إخلاء سبيل *خرج على الأسفلت -لا لسه -يبقى ماتفرحش الا لما يخرج خالص الداخلية كلاب مالهمش أمان	joy	0.258
2018-Ar-01851	سكون الطمأنينة سعادة 💜	joy	0.750
2018-Ar-01652	غدا موعد زفافها ولم يتبقى سوى القليل ربي نور لها واجعل السعادة ملازمه حياتها 💍 🖤	joy	0.661
2018-Ar-03684	#ميلاد_الجميلي أخاف حد يسبقني ويهنّي قلبك الطّيب،وأحب أشوفك متهنّي،وكل سنة وأنت بخير,وأحبك يااجمل صاحب الله يديمك.	joy	0.469
2018-Ar-00662	كل سنة و انتى طيبة يا هداف 😂 😂 و عيد سعيد عليكى 😂 😂 💃 🏻 💃 🏻 💃 🏻 و عقبال مليون سنة يا رب 😄 😄 و ربنا يتوب عليكى من اعياد الميلاد فى الامتحانات🤣🤣	joy	0.656
2018-Ar-03886	#ميلاد_نويس يوم ميلادك فرحة عمر ماهو تاريخ وبس كل عام وانتي يا وجه الحياة السمح وألطفهم بخير❤️❤️	joy	0.734
2018-Ar-00508	و حينَ رفعتُ رأسي للسماء، و استشعرتُ أنَّ الله يراني من ذاك الضوءِ المُتسلل هُناك، \nابتسمتُ بـ رِضىً، و خفضتُ رأسي حُباً لله 💕:".	joy	0.813
2018-Ar-00835	كل الناس نزلت رواتبها تقريبا \nإلا رواتب المتقاعدين \n#بنك الإثمار\nعسى ماشر \n\nوراهم عيد مو ضروري فايدة هالشهر \n#Bahrain	joy	0.274
2018-Ar-01284	بجد المسلسل حلو اووي كل الحلقات هايلة وتموت من الضحك #سلطان-#بهجت 😍 😍 fahmy	joy	0.641
2018-Ar-02353	@Salem309 @ch_cake ربنا يسعدكم ويهدى سركم .. ويا سيدى ايوه قول عشان ندعيلكم ونبتهج قليلا بحكايات حلوة كدا	joy	0.578
2018-Ar-03502	@NRJEgypt @KindaAlloush @amryoussef100 احلى مسلسل اذاعي بجد خفة دم عمرو و كندة و ايهاب فهمي مش معقولة رجعوني احب اسمع مسلسل في اذاعة😍😍	joy	0.532
2018-Ar-03191	انت حد كويس ياض 😃\nقالك الدنيا مش كده 😏\nEmad A. Adel	joy	0.313
2018-Ar-03504	لا يرد الله يدا رفعت اليه تقبل الله منا ومنكم صالح الاعمال حبيبتي #بسمة	joy	0.344
2018-Ar-04236	حمدالله ع راحه البال الي قع اعيشها هالفتره❤️ 💕	joy	0.578
2018-Ar-01999	لاشيء أجمل من غسل وجه الحزن بإبتسامه وإطفاء الضيق بالاستغفار ابتسم ليس بالضرورة فرحا وإنما ثقة وتفاؤل بأن الله لن يخيب ظنك 💙 🌸	joy	0.565
2018-Ar-04074	أسبوع كامل بروح من الشغل الكهرباء قاطعة\nاليوم برضه كانت قاطعة\nالجديد أنها جت وأنا ع باب البيت،\nويا فرحة ما تمت قطعت بعد نص ساعة\n#غزة_للمجهول	joy	0.078
2018-Ar-03550	بالفرح و السعادة احتفلنا بقدوم العيد مع ٱطفالنا الغالين فرع جرمانا وٱطفال روضة مملكة النحل و رابطة الغوطة الشرقية ( فطر سعيد )	joy	0.828
2018-Ar-01921	#بهجة_أمل 💕\n٩٩.لماتنزل درجة المادة ماقبل الأخيرة 😍😍😍😍😍ياربي ايش اسوي أطير يعني ولا أنقز والله ايش بالضبط صارقلبي بستان شكرايارب لأنك معايا😍💕	joy	0.766
2018-Ar-01650	اتمنى لك احلام سعيدة فيني❤️	joy	0.625
2018-Ar-01255	@ramezgalal يكفي ان وجوده رسم أجمل بسمة على وش ملاك زي دي\n ربنا يجعلهم سبب سعادة الناس	joy	0.734
2018-Ar-03424	طول عمري بقول لمرتي بدي اطلع معك بالبرنامج😍😍😂😂😂🔥🔥🔥\n@Mohamad_kaiss \n#تركا_علينا #القمر_عنا #فرحة_رمضان #محمد_قيس \n#mk_bdy	joy	0.469
2018-Ar-04256	خليك دايمن فرحان حتى لو وقعت فى مشكله ولا تزعل وخلى حياتك فرح وسرور واعرف ان الدنيا ماهى إلا اختبار 😘 😍 بحبكم	joy	0.703
2018-Ar-02351	ايوه بقا 13 يوم اجازه ياناس — feeling باهموت من الفرحه	joy	0.875
2018-Ar-02635	الحمدلله اذا حسيت اني مرضيه ربي احس بسعاده داخليه ليت اللذي بيني وبين الله عامر واالذي بيني وبين الناس خراب	joy	0.391
2018-Ar-03313	ضحكتك حبيبي تمليني فرح طلبتك خلك مبتسم حتى لو توادعنا 💙	joy	0.797
2018-Ar-01294	كل سنه وانت طيب يا ابو موزوو ياسبب فرحتنا وانشكاحنا دايما دمت نعمه علينا 😍 😍 #يونس_والمعلمين_بيعيدوا	joy	0.766
2018-Ar-02230	الله يسعدك يالغالي وكل اعيادك فرح كل عام وانت بسعاادة 🌹 💙 💙 🌹	joy	0.719
2018-Ar-00788	حديثك : يحيي فيني إحساسا يفوق حد السعادة ذاتها	joy	0.766
2018-Ar-03323	@WadhaMa3yoof ضحكتج هذي تقول : أنطرني ، خل اروح انا بالاول بعدين اشوف موضوعك	joy	0.375
2018-Ar-01643	صور الريال و هو بيحتفل الChampions بتطلع قدامي عالتايم و مبسوط بيها عشان قاعد بسمع Trance بس و شايف صور فيها بشر positive و فرحانين يعني 😃	joy	0.565
2018-Ar-03437	مفيش حاجه مبهجه انهارده غير اعلان  cristiano ronaldo ❤\nI love you bgd 😂😍❤	joy	0.781
2018-Ar-03866	#رمضان_في_رابعة يعني حب الخير لناس نت متعرفهمش بس البهجه والامل الي كنت في اعلي درجاته كانت بتخلينا طايرين في السما من الفرحه	joy	0.688
2018-Ar-00855	من الفرحه مدري وش اغرد	joy	0.875
2018-Ar-03739	@_Dalissima_ بطلت من كذا سنة أعيد لأعياد عامة وبقيت أكتفي بالمناسبات الخاصة. وتقدري تقولي المصايب بقت بترف مطر مش ملاحقين في كل مناسبة.	joy	0.125
2018-Ar-00216	صوت الرعد بالنسبة لي أمان أكثر من انه خوف أحبه⛈ 💗	joy	0.422
2018-Ar-03584	من شكلك ابتسام مطروبه	joy	0.500
2018-Ar-01302	الإبتسامة أمرها غريب : إن وضعتها لحبيب احس بالراحة وإن وضعتها لعدو شعر بالندم وإن وضعتها لمن لاتعرف أصبحت صدقه	joy	0.391
2018-Ar-03573	#تسريب_سفير_الإمارات\nليست تسريبات بل هي مواقف معلنة و مشرفة من #الامارات ترفع الرأس و الامارات ليست من الخونة الذين يقولون عكس مايفعلون🇦🇪	joy	0.156
2018-Ar-02019	#فرحة_رمضان   😉\n\nقولنا هتعمل ايه أول يوم رمضان 🤔\n\nالمايك معاك 🤗	joy	0.625
2018-Ar-02275	في الطريق لآخر امتحان في الحياة الجامعية (إن شاء الله يعني 😅 ) والجو منعش وجميل وسعادة غامرة 💞	joy	0.703
2018-Ar-00668	ومساك بسعاده وراحة البال ربي يسعدك دووم	joy	0.597
2018-Ar-02122	#احتفالات_عيد_الرياض مو حلو عيدكم حنا احلا 🙄	joy	0.484
2018-Ar-01163	شعور عظييمم طلعت كل الطاقه الي فيني وفرغت الطاقه السلبيه الي فيني من المدرسه والضغط الي كنت احسه أحس بسعاده شعور م ينوصف والله 😢 😪 ❤❤	joy	0.797
2018-Ar-00587	#فرحه_قلبك_تتمثل_في فرحة بابا و ماما ❤ 🙈	joy	0.694
2018-Ar-04292	ايه الحاجه اللي لو حصلتك دلوقتي تخليك #سعيد	joy	0.328
2018-Ar-02533	#أفراح_القبة من أجمل المسلسلات الي شفتها و أروعها اداء رائع للجميع و أولهم المخرج #محمد_ياسين 👍🏻👏🏻	joy	0.406
2018-Ar-04016	_ يآخذني من قمة إعتآبي ب #ضحكه حتى خطاه #اتساهله لآ ضحك لي 💛 ء	joy	0.672
2018-Ar-00258	- اللهم إن نستودعك دعواتنا المتكررة أحلامنا الكثيرة أمانينا المخبأة في قلوبنا راحة بالنا وصفاء ذهننا 💙 💙	joy	0.547
2018-Ar-03271	انا حظي في الفوز قليل بس بشارك معاكم من احلى ماتذوقة تورتيلا الدجاج من لذيذ #احتفالات_هرفي	joy	0.250
2018-Ar-00316	علينا وعليك يبو فرحان كل عام وانت طيب	joy	0.613
2018-Ar-00062	جميل هو الوقت حين يمضي وأنت تتحدث مع شخص يعني #لك الكثير تتناقش معه تشد وترخي تأخذ وتعطي تمازحه تستفزه وكلك ثقة بأنك لن تضايقه #العلقم_الشهد	joy	0.484
2018-Ar-03715	انو السعادة بتلبئلييييي	joy	0.656
2018-Ar-02753	الابتسامة هي ضوء يظهر من النافذة ليشير للآخرين بوجود شخص مهتم و متعاون بالداخل دينيس ويتلي #شهريار	joy	0.500
2018-Ar-03456	لا يكتمل الفرح والسرور الا بتشريفكم أصدقائي #أفراح_آل_عبدالعزيز	joy	0.726
2018-Ar-03389	مشكلتي لما اكون سعيده ماعرف انام 😂	joy	0.625
2018-Ar-00413	#ﺎلكبرياء ؛ ﺎن تبتسم وبداخلك #عزاء	joy	0.219
2018-Ar-02195	جوايا احساسا مش عارفه اوصفه \n#فرحانه 😊 اني خلصت ولا #زعلانه😢 \nوالشعور الاغلب مصدومه 😮 ومش \nاني مش هاروح جامعه تاني😖	joy	0.359
2018-Ar-01956	عايزةاشوفك بتمثل كوميدى يا عباس لان فيك حس الفكاهة انك تقول كلام عادى جدا واللى قدامك يموت ضحك وانت ولا الهوا #حكايات_بنات3_الحلقة_السادسه	joy	0.406
2018-Ar-00084	قمت من النوم احس بسعادة مدري وش صاير بس كذا فجاه	joy	0.758
2018-Ar-03154	#كلمه_لرجل_امن_الحرم جزاهم الله كل الخير هم فخر لهذا الوطن اسأل الله لهم التوفيق وسعاده و الراحه وأن يرزقهم 💚 💚	joy	0.583
2018-Ar-01273	@MMilka86 في منامي نحلم وانا نوم 💤 في قصور البهجة وشموع ضاوية .\nهيه هذيك هيا نشوف فيك تضيعي في وقتك و وقتي 😊	joy	0.375
2018-Ar-01236	لو كان ألجمٰال صوت لتغنى بك #انتصار	joy	0.438
2018-Ar-04294	كان يا مكان في حلو الزمان امرأة تقطف الأزهار كل صباح 💐	joy	0.406
2018-Ar-00349	صباحك #ورد ⚘⚘ ويومك #سعيد يا #ملكة_الاعلام ❤❤	joy	0.629
2018-Ar-00551	ربّنا .. جدّد فينا روح التفاؤل والأمل\n ولا تجعلنا ضُعفاء أمام ظروف الحياة\n أزرع فينا الطاقة الدائمة  \nوحبّب لنا أيّامنا كيفما كانت يا الله،	joy	0.484
2018-Ar-02205	#العيد #بهجة #فرح مسجد الصديق كل سنة والأمة كلها بخير ♥	joy	0.774
2018-Ar-00697	اعلان ٥ ٥ وصل الرسالة بطريقه مريحه نفسيا 🙊 😍 😍 #بهجة ❤❤	joy	0.790
2018-Ar-00732	ربي ادخل شهر رمضان علينا وانت راضي عنا واجعله شهرا تتبدل فيه ذنوبنا الى حسنات وهمومنا الى افراح واحلامنا الى واقع يارب العالمين	joy	0.563
2018-Ar-02154	وقفت تقديرا لها يوم مرت جابتلي الفرحه وانا كنت مهموم	joy	0.641
2018-Ar-03839	@abaadiiii  القهوة طعمها مر  😀	joy	0.125
2018-Ar-03307	وأحيانا الدنيا بتحاسبنا علي أشياء مالنا ذنب فيها وبنلاقي نفسنا بندفع تمنها بدون وجه حق	joy	0.172
2018-Ar-02714	#كنزه_نجمة_لن_تتكرر انتي بالنسبه لنا الفرح و السعاده انتي كالحلم الذي لا نتمنى ان نستيقظ منه #kenzamorsli	joy	0.677
2018-Ar-02180	مش هتفرق #فرحانه 😃ولا #زعلانه😖\nعلشان انا فى#الحالتين بضحك😂🐼✋	joy	0.469
2018-Ar-01042	دا الفرح ملوهش معاد ضحكتها لما ااولدت بتكتر في الاعياد	joy	0.656
2018-Ar-01586	مجرد انك تصحى وتحس ماوراك شيء أسبوع كامل شعور مريح مرره تحس بحريه وطمأنينه ☹ 💛 💛	joy	0.625
2018-Ar-03640	💞 💞 صباحكم سعادة في اليوم المبارك تقبل الله صيامنا وقيامنا 💞 💞	joy	0.625
