ID	Tweet	anger	anticipation	disgust	fear	joy	love	optimism	pessimism	sadness	surprise	trust
2018-Ar-02963	ممكن رضا يكون اوهمهم انو مات اه يا خوفي 😢 #CesurveGüzel	0	0	0	1	0	0	0	0	0	0	0
2018-Ar-00822	بس احتاج انفس عن غضبي افكر بشعري اول شي مسكين حياته مهدده تبعا لمزاجي	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-00379	وانت طيب وبخير يا حبي وبعوده علينا وعليكم الأيام بخير وسعاده يارب	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-00680	هل انت مصري محب لوطنك ام اخواني كاره لنفسك حانق علي العيش لاني مغيب وانت ياجهبز اعلم مني ببواطن الامور وحجة فيالدفاع عن مصلحة	1	0	1	0	0	0	0	1	0	0	0
2018-Ar-02307	تحذير السفاره الأمريكية تفجير ام بث رعب و ترهيب #السفاره_الامريكيه	0	1	0	1	0	0	0	0	0	0	0
2018-Ar-03700	الوجع اللي سببته للناس راح تحس فيه طول العمر ماراح تكتبه بقلم وينمسح راح تنهار يوم عن يوم .	0	0	0	1	0	0	0	0	1	0	0
2018-Ar-00963	هو انتوا ليه واخدين التشائم و الخنقة المستمرة و العزلة و الكلام الدبش وتهويل المشاكل و كل صفة وحشة على انهم موضه !!	1	0	1	0	0	0	0	1	0	0	0
2018-Ar-02772	ستدفع الكويت وتستلم حماس ويطلع زنادقتها يمدحون ايران قبحهم الله	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-00551	ربّنا .. جدّد فينا روح التفاؤل والأمل\n ولا تجعلنا ضُعفاء أمام ظروف الحياة\n أزرع فينا الطاقة الدائمة  \nوحبّب لنا أيّامنا كيفما كانت يا الله،	0	0	0	0	0	0	1	0	0	0	0
2018-Ar-01781	عندي دموع زايده قلت اطلعها بس	0	0	0	0	0	0	0	1	1	0	0
2018-Ar-02191	@911_mero تعدل نومك خلاص لاتزعجيني 😡	1	0	1	0	0	0	0	1	0	0	0
2018-Ar-03484	أريد لحظة إنفعال لحظة حب لحظة دهشة لحظة إكتشاف لحظة معرفةأريد لحظة تجعل لحياتى معنى إن حياتي من أجل أكل العيش لا معنى لها لأنها مجرد إستمرار	0	0	0	0	0	0	0	1	1	0	0
2018-Ar-03239	@nanygado73 دى النعمة كلها لا حد هيشوف انفعالك ولا دموعك	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-01671	هل تعلم ان تكرار الاغنيه في ذهن الشخص طيلة النهار وتكرار غنائها على مدى يوم او ايام او ساعات هو نوع من #الوسواس القهري يعني مرض نفسي #طب	0	0	0	0	0	0	0	0	0	0	0
2018-Ar-02075	اتقي الله فينا  يا من  تحرف على مزاجك  الاوامر \nالظلم  ظلمات لاسامح الله من اخذ حقوقنا بخير حق  اهني كل وزير وكبير في الدلة وعزي الفقراء	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-03718	@viisakovrwcs اه الحظه جميله  شعور با ألراحه	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-02903	@ra_7e @rico4_ هذي آهات والله مب ضحكه	0	0	0	0	0	0	0	1	1	0	0
2018-Ar-04122	أيوجد شعور أعظم وأجمل وأسعد من ارتجاف قلبك حين تذكر الله فتعلم أنه يذكرك ❤️ لا إله إلا الله	0	0	0	0	0	1	1	0	0	0	0
2018-Ar-00610	حكم العسكر عار و خيانة #تيران_وصنافير_مصرية	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-02251	يارب خبر يشّبه الغيث، وفرحة تمحِي كُل حُزن، وفرَج لكُل صابِر، وشِفاء لكُل مريض، وإستجابة لكُل دعاء،إنّك على كل شي قدير❤ ..	0	0	0	0	0	0	1	0	0	0	1
2018-Ar-02789	#بسمة_ثغر ابتسم فالحياه قصيره	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-02162	@Glll_9 تسلملي عيونج 😘	0	0	0	0	0	1	0	0	0	0	0
2018-Ar-01689	اعلان مجدي يعقوب للقلب❤ دنيا سمير غانم واحمد حلمي 😻 بجد ابدعته الاعلان حلو اووي 🙈 بجد ربنا يفرحكم قد ما فرحتونا 🙏 😻	0	0	0	0	1	0	0	0	0	0	0
2018-Ar-02181	-مبروك المعتقل فلان الفلاني خد إخلاء سبيل *خرج على الأسفلت -لا لسه -يبقى ماتفرحش الا لما يخرج خالص الداخلية كلاب مالهمش أمان	1	0	0	0	0	0	0	1	0	0	0
2018-Ar-04045	ربي انظر إلى قلبها فإن وجدت حزن او ضيق فبدله فرحاً و اطمئنان وان وجدت هماً فأنزعه ,فهي شي ثمين لدي فاحفظها لي يارب💙	0	0	0	0	0	1	1	0	0	0	0
2018-Ar-00702	يغمرك القرف وتصعقك قدرة الطرف الآخر على الدونية لهذا المستوى ليصبح قلبك اكثر اعراضا وقسوة ورفض ولا اتحدث هنا عن مساكين كسرتهم الحياة	1	0	1	0	0	0	0	0	1	0	0
2018-Ar-03295	شكرا لك على هذا الشرح الممتع والمعلومات الوافيه سعيده جدا انها كانت من نصيب الدكتور محمد أسلوبه الروائي لايمكن للذاكره تجاوزه	0	0	0	0	1	0	0	0	0	0	1
2018-Ar-00647	نيال الا بدو يعيد بلوطن ويشوف اهلو وأحبابو #حسرة الحمد لله رب العالمين - يشعر بالحنين	0	0	0	0	0	1	0	0	1	0	0
2018-Ar-02300	مرارة الفقد موجعه غصة الحنين مبكيه رحم الله روحا ما زال وجع رحيلها يؤلمني بشده 💔 🔕	0	0	0	0	0	0	0	0	1	0	0
2018-Ar-00919	دايماً خايف من اللي جاب علشان بأبقى حاسس ومتوقع اللي هيحصل فيه وبنسبة كبيرك بيبقى اللي متوقعه ده صح وبيحصل فعلاً، بس عارفين؟ الدنيا مابتقفش.	0	0	0	1	0	0	0	0	0	0	0
2018-Ar-03354	حسبي على الي خذاك مني وغير أطباعك 💔 #خيبت_ظني #جرح #عتاب #الم	0	0	0	0	0	0	0	0	1	0	0
2018-Ar-01429	جواي طاقه كبيره وانبساط كبييير كتير\nشو اعمل مشان افرغ هالطااقه العاليه هاي !	0	0	0	0	1	0	1	0	0	0	0
2018-Ar-00145	@FaretAlbet ما عم عيط هااااا 😤	1	0	0	0	0	0	0	0	1	1	0
2018-Ar-03806	صباحكم سعادة ودفى ورضا وطمأنينة من الله ❤	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-01895	@Mayadalt بالضبط 👌🏻، ويشجع القارئ على البحث أكثر والتّفكُر. \nشكرا لمشاركتگ هذه المقاله🌸	0	0	0	0	1	1	0	0	0	0	0
2018-Ar-01958	محدش ينكر إن الكآبة بتبقي attractive برضه 😌	0	0	0	0	0	0	0	1	1	0	0
2018-Ar-00661	الحاجة الوحيدة ال متأكد منها اني مش هنفع ف الكلية دي بس قررت اكمل فيها من باب الاثارة و التشويق	0	0	0	0	0	0	0	1	0	0	0
2018-Ar-01379	انا ف المرحلة المرهقة دي من حياتي ممتن جدا لكل نص ساعة نوم باعرف اتحصل عليها و ساخط جدا على اي حد يقطع نومي	1	0	0	0	1	0	0	0	0	0	0
2018-Ar-02926	ودي تشيلسي يجيب بوتلاند أو هيتون لكن كلهم يبغو يلعبو أساسيين عشان كاس العالم !😤	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-04349	يحذركم ويخوفكم من نفسه اذا ارتكبتم ذنب او معصيه فانه سينزل بكم عقابه #كنوز #دار_الريان_النسائيه ~~	0	1	0	1	0	0	0	0	0	0	0
2018-Ar-02578	هه هذا من الخوف و التوتر الي يسببه الاهلي	0	0	0	1	0	0	0	0	0	0	0
2018-Ar-00896	@mbc_fm @Ghada_AlAli هلا وغلا فيك صباح السعادة والرضا عليك وعلى المستمعين \nأشتقت أسمع صوتك من أول م دخلت الشهر م سمعت صوتك	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-02198	صباح الخير ✋ 🏻 صاحية من النوم عندي رغبة شديدة في اني البس فستان حلو وهيلز واظبط نفسي وأسهر أحضر حفلة لطيفة كده في مكان لطيف مثلا يعني 🤷 🏻 ‍♀️	0	0	0	0	1	0	1	0	0	0	0
2018-Ar-00202	مخيف هو هذا العالم حرب نار ودخان أينما وليت خوف موت واقتتال و دم تعال نهرب بنا بعيدا نسرق من السماء غيمة نزرعها حب وياسمين #تنهيدة	0	0	0	1	0	0	0	0	0	0	0
2018-Ar-02676	الفائدة الوحيدة الي يبغونها من بيانهم تخويف اي لاعب بيجي للأهلي معزبهم امر وهم ينفذون لكن على الاهلي حماية اللاعب وبقوة	1	0	0	1	0	0	0	0	1	0	0
2018-Ar-01575	مش حلوة العطلة أبداً والواحد قاعد عأعصابه 😶💔 \nبدي علاماتي 😭💔 \n#معطلة بس #مش_معطلة 😓	0	0	0	1	0	0	0	0	0	0	0
2018-Ar-03398	اختي قاعدة تاكل حب وتطالع حلقة ابي اطعن ووحي بقلم بنسل من نرفزة الصوت	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-00055	هسا اذا تزوجت 👰👨\nوزوجي صرخ علي😬\nعادي اضربو👊 أو اعمل حالي كيوت وابكي😢\n\nيربي شسوووي😐.🚶 😂😂😂😂😂😂\n\n#شمس_المحتارة 🌚	1	0	0	0	0	0	0	1	0	0	0
2018-Ar-01000	#بشوفگ حته #من_الجنه بشوفگ #ضحكه_وسط_دموع😍        \nكأنگ بنتي من ضلعي وحبگ #عشق_مش_ممنوع ✋💓.\n#TU	0	0	0	0	1	1	1	0	0	0	1
2018-Ar-03980	اللهم الفرح والإبتسامة الأبديه	0	0	0	0	1	0	1	0	0	0	0
2018-Ar-03637	احنا بيهمنا زعل الناس القريبة من قلبنا فعلا الى هو لا دول ماينفعش يزعلوا ونفكر ازاى نراضيهم غير كدة لا ✋ 😀 😍	0	0	0	0	0	1	0	0	1	0	0
2018-Ar-03370	خوف ورعب وصدمة وارتجاف بسبب الريال	0	0	0	1	0	0	0	0	0	0	0
2018-Ar-03905	@alialhadidy99 بس يا علي دا خامس يوم اروح و المحل يكون قافل فضلت ٣ ساعات مستنية يفتح و بعدين خايف عليك م الحر يا حبي 💙🚶🏻	1	0	0	1	0	1	0	0	0	0	0
2018-Ar-04116	الأرهب مو انك تزرع قنبلة الارهاب انك تزرع فكر غلط #كان_في_كل_زمان \n#هبه_حمادة ارفع لج عقالي🖤	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-00829	@ArkanSumer ليش ترضي الي يفجرك ؟؟ ارضي بلدك واهلك مامسويه فضل سلاح قديم بضعف السعر همه الممنونين امريكا دعمتك بالسلاح وروسيا لازم نعبدهم ؟	1	0	1	0	0	0	0	0	0	0	0
2018-Ar-00487	@Deema_sindi @Esmail_CFC أسف على المداخلة لكن هذي من باب الحداد على الموتى و الاسلام يرفض هذا الشيء و السعودية تطبق هذا المنهج ~	1	1	1	0	0	0	0	0	1	0	0
2018-Ar-02526	جدتي أنت التي رحيلك أنزل دمعة أبي فآلمني 💔 فيا رب بقدر حب أبي لها اغفر لها وتجاوز عنها واجمعنا بها في مستقر رحمتك #تغريدات_المتوفين	0	0	0	0	0	0	0	0	1	0	0
2018-Ar-03560	شگرا #دموعي لانك احلي راحة ف 🌸 ي أزفت وقت عندي	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-01497	اكتر شي عجبني باخر حلقة ان كان فيها معدل عالي نسبيا من التشويق و الترقب و هيدا غريب نوعا ما على مسلسل هزلي كوميدي	0	0	0	0	0	0	0	0	0	1	0
2018-Ar-00644	انا خايف بس اني ماعاد اتزوج مع 2030 😂	0	0	0	1	0	0	0	1	0	0	0
2018-Ar-00295	@mr_mlee7 اما ذاك فيه قلة حيا.!! 😶 الله ياخذهم\nصار الحرام شيء عادي عندهم يتفرجون بكل ثقة 😠	1	0	1	0	0	0	0	0	1	0	0
2018-Ar-00845	@dentistaheba الله يبارك فيك وايهنيك هبوش تسلمي ياحبيبه والفال ليك يارب تفرحي بفرحك وبتخرجك افضل دكتوره	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-03771	حانق جدا اتمنى محد يكلمني	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-02765	-ماذا بك يا صديقي -لا شئ سوى اننى حانق وكاره للعالم بمن فيه	1	0	1	0	0	0	0	1	0	0	0
2018-Ar-03617	@Soska77698831 بقي كدة يا اوزعه يام لسانين طيييييب ماااااااشى 👊😠😒	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-00685	@mawladdawilah بجد والله حاسه مش طبيعيه 😢	0	0	0	0	0	0	0	1	1	0	0
2018-Ar-03836	”مرحبا هذه تعتبر بداية جديدة وبداية نظيفة تماما أتمنى بأن تكون بداية سعيدة ولطيفة “	0	0	0	0	1	0	1	0	0	0	0
2018-Ar-03553	اللهم في يوم الجمعه أرزقنا حلو الحياة وخير العطاء وسعة في الرزق وراحة البال ولباس العافية وحسن الخاتمة اللهم صلي وسلم وبارك على سيدنا محمد	0	0	0	0	0	1	1	0	0	0	0
2018-Ar-00361	رايقيين و بالنا مرتاح سعيد لنهاية شهر ابريل كأزهار الساكورا عندما تتفتح في موسم الربيع الجميل	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-02367	علي الكلثمي جمع مابين الفكاهة والطموح والصبر تعلمنا منك أشياء كثيرة منها طيبة القلب وتسامح العفوية #علي_الفارس_الفخم	0	0	0	0	0	1	1	0	0	0	0
2018-Ar-01564	خالتو عندها ولدين وحامل بتقولي لو ولد هسميه معاذ ولو بنت روفانا \nافهمها ازاي ان الاسمين مش عاجبني 😄😡😡\nاقولها ازاي ان عاوزة مصطفي أو هنا 😄😍😍	1	1	0	0	0	0	0	1	0	0	0
2018-Ar-00430	أنا الي يرتجف مثل ارتجاف الخايف الرعديد إذا شاف القبور الضيقات وحس بذنوبه	0	0	0	1	0	0	0	0	0	0	0
2018-Ar-02586	#ما يقتلني أن الغريب يقرا بلمحة صغيرة حزن #روحي وأنت المبصر في عيناي دائمآ لم ترى #حزني 😳 😳 #الحلبي	0	0	0	0	0	0	0	0	1	0	0
2018-Ar-02529	وحيد جدا أغلق هاتفي بلا خوف من أن يقلق بشأني أحد أنام طويلا غير مباليه بصباح أو مساء بيوم أو تاريخ	0	0	0	0	0	0	0	1	1	0	0
2018-Ar-02205	#العيد #بهجة #فرح مسجد الصديق كل سنة والأمة كلها بخير ♥	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-00764	عيد سعيد جدا 🙈 ما نعرف كلام كفار	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-01733	7 ايام بذاكر فيها و من قبل ما الجدول الفاينال ينزل بذاكرها واذاكر 250 ورقه و برزنتيشن و اسلايدات و في الاخر يجي برزنتيشن و اسلايدات 😠😬	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-00415	@mbc1 بعدين هو فلسطيني يعني برجع علي وطنه فلسطين العظيمه وليست تل ابيت قهروتي والله يا ام بي سي😡😡😡	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-00591	عملتوا ايه يا مجموعه اوساخ يا حبايبي يا ولاد الكلب هموت وربنا 😂 😂 💔 اعملها يا راجل يا طيب ياعره 😂 #ريح_المدام #بهجت 😂 😂	1	0	0	0	1	1	0	0	0	0	0
2018-Ar-01273	@MMilka86 في منامي نحلم وانا نوم 💤 في قصور البهجة وشموع ضاوية .\nهيه هذيك هيا نشوف فيك تضيعي في وقتك و وقتي 😊	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-03508	@redappell انا تعبت اقسم بالله ... المشكله اني مش بحب اكسف حد بتحرجله والله 😥😥	0	0	1	0	0	0	0	0	1	0	0
2018-Ar-02722	@dafaa_news اقل ما ينوصف فيه هيك عالم انهم نور و بهايم و همج 😡	1	0	1	0	0	0	0	0	0	0	0
2018-Ar-00575	@iRona07 عشان كده العرب كانو بيشوفو ان اللي عيونهم ملونه نذير شؤم\nتحسي عينه فيها غدر وشر	1	1	0	0	0	0	0	1	0	0	0
2018-Ar-03557	اشمئزاز لا منتهي منها\nوعلى الرغم من هذا مازلت احاول بكل ما اقدر اطول بالي عليها واتغاضي عشان نفسي،لكن اعوذ بالله من نفاذ صبري..	1	0	1	0	0	0	0	0	0	0	0
2018-Ar-02996	المشكلة الحقيقية انك بتبقى مندفع بالنشوة دي وبتقفز قفزات واسعة والانفتاح بيساعدك ع دا ومبيبخلش عليك …	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-04034	والله ياني حلمت حلم من رعبه للحين قامط وعجزت ارجع انام ثانيه لا اله الا الله	0	0	0	1	0	0	0	0	0	0	0
2018-Ar-00794	ي الهادي وعلى الحزن بادي ابتسم وخلك مبتهج وكون احسن من العادي غدا اجمل غدا افضل والعمر لسى ب اوله وباقي	0	0	0	0	0	1	1	0	0	0	0
2018-Ar-02705	هذا الوجع الفراغ الوهن الانكسار يدفع الشخص في التفكير في أمور عديده سيئه و في الغالب مُسيئه و سوف تهوي بيه في جحر يعلمه و يكره و لا يتحمله	1	0	0	0	0	0	0	1	1	0	0
2018-Ar-01652	غدا موعد زفافها ولم يتبقى سوى القليل ربي نور لها واجعل السعادة ملازمه حياتها 💍 🖤	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-03864	| أحيانا تندم إنك تعمقت بشخص زيادة لحظتها تتمنى نظرتك الأولى ترجع والعلاقة سطحيه تماما #ندم #ألم #حزن #فراق #حقيقه	1	0	1	0	0	0	0	0	1	0	0
2018-Ar-01441	فيني غصه وضيقه احس بصيح شعور يذبح احساس مرير حسبي الله ونعم الوكيل بس لو يرجع الوقت وراء والله ماصلحتها 😖 #جهل #غباء #خبله # 😈 # 👺	1	0	1	0	0	0	0	0	1	0	0
2018-Ar-00362	ماله شغل دايم يجيني توتر او شي اسمه نوبات هلع اقري عنه ماله ضرر	0	0	0	1	0	0	0	0	0	0	0
2018-Ar-03268	حاليا لو حد قالي كلمة عن التفاؤل و التحفيز و انه الحياة جميلة و سهلة 🍳 بهذي ماشي تفاهم بعد	1	0	0	0	0	0	1	1	0	0	0
2018-Ar-01687	و ليه أفرح لما ممكن أكتئب \nو ليه أتجوز لما أنا هنتحر 😂 \n#بهجت \n#ريح_المدام 2017 !	0	0	0	0	0	0	0	1	1	0	0
2018-Ar-01142	أن الحب يمكن أن تكون في كلمة #شكر بسيطة في عبارة #تشجيع في #إبتسامة رضا أو في #حضن تمنحه لصديق ما جفته من سنوات❤️ 😊 🙏 🏻 ❤️ 😊	0	0	0	0	0	1	1	0	0	0	0
2018-Ar-00109	الحال أصلا زفت بس لازم كمان يزود عليه نكد مركز في دخلة العيد ده له ذنب لوحده #تيران_وصنافير_مصرية	1	0	1	0	0	0	0	1	1	0	0
2018-Ar-03875	للاسف ماكنت قضيه مغريه ل انتقم منك انت حدث تافه مايغوي خبثي حتى 😌 👋 🏻	1	0	1	0	0	0	1	0	0	0	0
2018-Ar-00875	ليش ضعيت الوفاء ليش خيبّت الامل ليش سببت الفراق؟.	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-00910	قليل جدآ ال بيحس بالناس فى غربتهم و يقدم لهم المساعده #للأسف	0	0	0	0	0	0	0	1	1	0	0
2018-Ar-01484	- أبيك لو مرة توقف جنبي مابيك تكتب لي ولا أبي تقرا اجرح جميع أعضائي الا قلبي لأن القلوب جروحها ما تبرى :( #حب #حزن #ريتويت #احبك	0	0	0	0	0	1	0	0	1	0	0
2018-Ar-03619	امتعاضي كان له أسبابا عدة كان حصارك لي أحد أسباب ذلك	1	0	1	0	0	0	0	0	1	0	0
2018-Ar-00033	غادرت صديقتي الحياة فجأه بحادث مروع فاأصبح هذا السؤال اكثر الحاحا من ذي قبل "متى سأغادر وكيف سأغادر " يارب أعوذ بك من موت الفجأة	0	0	0	1	0	0	0	0	1	1	0
2018-Ar-01140	@Bvsil__ الا جمال وبس انتهى لعد تحطم بنفسك😠	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-03573	#تسريب_سفير_الإمارات\nليست تسريبات بل هي مواقف معلنة و مشرفة من #الامارات ترفع الرأس و الامارات ليست من الخونة الذين يقولون عكس مايفعلون🇦🇪	1	0	0	0	0	0	0	0	0	0	1
2018-Ar-00296	يوم جميل: 🌹 #فرحة أطفال #سماء ملبدة بالغيوم #لمعان البروق #صوت الرعد #وبدر ملهم❤	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-02930	@asa_q0 @Abdulazizz08 والخطف مافي خطوره ع المواطن كلمه الامير لاتعملون لجان ايش رايك	0	0	0	0	0	0	0	1	0	0	0
2018-Ar-02368	أي حاجة نفسي فيها اشتهيها بأشتياق وبعد فترة من التعوّد تيجي فترة من الفراق 💔💔	0	0	0	0	0	0	0	1	1	0	0
2018-Ar-02709	احلا شعور يوم ارمي قاروره مويا ع احد وتنفك عليه يبرد كل غضبي❤️❤️❤️❤️❤️❤️	1	1	0	0	1	0	0	0	0	0	0
2018-Ar-00967	ايه اليوم ده بجد في ايه 😤	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-02774	@MubarakAldosari امس الصراحه شرح بالضبط ما عاناه في تلفزيون دولة الكويت .وهذا جزء صغير فما بالك بحقوق موظفين وبدلاتهم #هموم_وزارة_الاعلام	1	0	0	0	0	0	0	1	1	0	0
2018-Ar-01613	حرارة جلدي وخصوصًا يديني ورجليني تزيد بشكل كبير! \nمش سخونة لا.. حرارة\nوكل أحد يسلم عليا يفكرني تعبانة\nمع اني منتبهة لنمط الأكل والرياضة!	0	0	0	1	0	0	0	0	1	0	0
2018-Ar-01960	#الفرحه_انك تكون مذاكر جزء من المنهج وتلاقى الامتحان جاى فى الجزء ده بس ..	0	0	0	0	1	0	1	0	0	0	0
2018-Ar-01726	كل ما قلت اني رح اترك الموبايل وكلشي على السوشل ميديا واقعد على موبايل ابو لوكس من نوكيا تيجيني الغصة	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-03053	يارب كل شي بتتمنيه يصير ربنا يبعد عنك كل شر ويبعد عنك بنات و أولاد الحرام و يقرب منك كل الناس اللي بتحبك وبتخاف عليكي	0	0	0	0	0	1	1	0	0	0	0
2018-Ar-02085	اتمنى مااشوف كلام إشتياق اوحب أو ايا كان إبعدوا عن الدراما شوي وعيشوا الواقع المر	0	0	0	0	0	0	0	1	1	0	0
2018-Ar-02929	#اعتذار_رده_الحارثي_للهلاليين يلعن ابو الرخامه طيب لا تهايط من الاساس عشان ما يندعس عليك	1	0	1	0	0	0	0	0	0	0	0
2018-Ar-04387	الأمن السعودي هو من أنقذ رفاقك في جزيرة الخبث والفتنه باليمن عندما كانوا على وشك الوقوع بإيدي الحوثيين في عدن أخرس يا وضيع	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-03344	#عيديتك_مع_رغد_محمد٥ \n اتمنى  اي مبلغ مادي منك ابغى اشتري لماما عيدية وافرحها بليز☹️☹️😢	0	1	0	0	1	1	0	0	0	0	0
2018-Ar-03058	#كفى #الآن, #كفى \n\nعلى #الشعب ان #يثور #ويغضب  #ويقول #كلمته\n\n#تسقط #حكومة  #الإنقاذ\n\n#الطابور #الخامس	1	1	1	0	0	0	0	1	1	0	0
2018-Ar-02151	من باب إغاظة أهل العلم والدعوة وكل ما لديه غيرة على محارم الله لم يكتفوا بفتوى كراهة أو جواز سماع الموسيقى بل عدوها من أطيب الطيبات	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-02573	@the_point93 كيف هوه شعوري شعوري بغضب يعني ماراح نشوفه ليش هيج حرام عليهم😡	1	0	1	0	0	0	0	0	0	0	0
2018-Ar-03501	واضح انه المجرمين واعدائي ميعرفونيش كويس غضبي\nملوش حدود .....	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-01755	الله ياخذ القلق اللي جالسه اعيشو ذي الفتره انام ساعتين ولا ثلاث وأقوم اجلس شوي وانعس وارجع انام،الين متى ياربي!	0	0	0	1	0	0	0	0	1	0	0
2018-Ar-01664	كسم خفة رامز جلال ههه خالص	1	0	1	0	0	0	0	1	0	0	0
2018-Ar-01695	من أرآد فهمك بشكل خآطئ #سيفعل حتي وإن وصل به الحد الي أن يعتبر كلمة شكراا #إهانة	1	0	1	0	0	0	0	1	1	0	0
2018-Ar-03840	عاد ذا الأسبوع بالذات تبدلت كل مخططاتي وأهدافي، ولأن أجبرت نفسي على هالبريك أحس إني تائه وفاضي ماعندي سالفة وكذا أحس بالكئآبة	0	0	0	0	0	0	0	0	1	0	0
2018-Ar-02581	#الازمه_الخليجيه تشرفت بلقاء الشيخ تميم بن حمد وكان غارق في التفكير وبعد حديثي معه أخذ يضحك وبدى مسرور وبعدها افقت من الحلم لعله خير	1	0	0	0	0	0	1	0	0	0	0
2018-Ar-02856	المهم إنك تقرين بأنك جبانة ولا تملكين إلا البربرة بالتويتر يلا طقطقي على المهابيل اللي عندك ❤️ 🙏 بالتوفيق	1	0	1	0	0	0	0	1	0	0	0
2018-Ar-00147	تأنيب الضمير ملازمني بشده هالفتره يارب الخلاص	1	0	0	1	0	0	0	0	1	0	0
2018-Ar-01762	وش حل الضيقه اللي تمسك معاك يوم ولا تدري ايش سببها؟.	0	0	0	0	0	0	0	0	1	0	0
2018-Ar-04292	ايه الحاجه اللي لو حصلتك دلوقتي تخليك #سعيد	0	0	0	0	0	0	0	0	0	0	0
2018-Ar-03105	لست #حزين 😀 و لست #سعيد 😌 و لست #متفائل 😊 😊 و لست #متشائم 😉 هناك شعور #يخنقني 🤔 🤔 يقف بينه 😒 و لا أستطيع أن #أفهمه 😁 أو #أحتمله 😃	0	0	0	0	0	0	0	0	0	0	0
2018-Ar-03041	#فوبيا_النخاريب ياربي تموتني شكل الدوائر القريبه من بعض تنرفزني لدرجه ابكي عادي يجيني الي ودي اشلعها شلاع 🚶 🏽 💔	1	0	0	1	0	0	0	0	1	0	0
2018-Ar-01292	اذا بانت البسمه على وجهك احس إني انا المسرور❤.	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-00626	كنت اقاوم النوم من امس بس عشان ما لي خلق للكوابيس و الحين مو قادرة انام.. متقبلة كابوس في قلب العصر عادي	1	0	1	1	0	0	0	1	1	0	0
2018-Ar-00339	محدش هيسال عليك في#غيابك غير اللي هيحس ان يومه ناقص من #غيرك	0	0	1	0	0	0	0	1	1	0	0
2018-Ar-01806	الإزعاج الحاصل من خلال مكبرات الصوت حيث تتداخل الأصوات لقرب المساجد بعضها لبعض وكذلك ازعاج جيران المسجد دون مراعاة المرضى والأطفال	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-03144	صادقة بانفعالات أدريناين مش لوح إزاز ..	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-00791	#الطايف_الان\nريحة #مطر و لفحَہ هوا و لون الغيمّ  والمطر 💦\nو آشياء مَا عنهَا غنىّ ، و ياللہ حيّہ هالمساء 💕☁	0	0	0	0	1	0	1	0	0	0	0
2018-Ar-01255	@ramezgalal يكفي ان وجوده رسم أجمل بسمة على وش ملاك زي دي\n ربنا يجعلهم سبب سعادة الناس	0	0	0	0	1	1	0	0	0	0	0
2018-Ar-02558	ڪل مآ اريده آلآن غرفة الأنعآش و صوت آلدڪتور يقول آلبقيه ب حيآتڪم آدعوآ له بالرحمه - يشعر بالاستياء	0	0	0	0	0	0	0	1	1	0	0
2018-Ar-00294	خيانة المرأة أشد من خيانة الرجل ؛ لان الرجل يخون بشهوته أما المرأة فتخون بعواطفها	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-04357	@ameratalwrd3 @yarab_890 @HanoofsAl @S__sad ياخوفي ثقافتك هذي تروح هدر	0	1	0	1	0	0	0	0	0	0	0
2018-Ar-01368	صار يحب حزني مايحبني:(	0	0	0	0	0	0	0	1	1	0	0
2018-Ar-02116	ونمت على أمل أن #كفنك كان مجرد #كابوس نمت معتقدا أني سأنسى طقوس العزاء لكن كل شيء كان حيا ما عداك انت #ومضة_حرف #سوالف_روح	0	0	0	0	0	0	0	1	1	0	0
